dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
4031,1/1/14 2:30,0.853,,,,,,,,0.048,,,,,0.000,,,,0.042,0.000,0.000,,,0.116,,,,,,,,,,0.004,,0.000,0.064,0.079,,,,,,0.003,0.053,,,,,,,,,,,0.088,,,,,0.849,,,,,,,,,,
4031,1/1/14 2:45,0.759,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.127,,,,,,,,,,0.003,,0.000,0.000,0.071,,,,,,0.003,0.053,,,,,,,,,,,0.072,,,,,0.756,,,,,,,,,,
4031,1/1/14 3:00,0.839,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.203,,,,,,,,,,0.003,,0.000,0.000,0.068,,,,,,0.003,0.053,,,,,,,,,,,0.079,,,,,0.838,,,,,,,,,,
4031,1/1/14 3:15,0.851,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.176,,,,,,,,,,0.003,,0.000,0.000,0.068,,,,,,0.003,0.053,,,,,,,,,,,0.118,,,,,0.851,,,,,,,,,,
4031,1/1/14 3:30,0.813,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.167,,,,,,,,,,0.003,,0.000,0.000,0.069,,,,,,0.003,0.053,,,,,,,,,,,0.086,,,,,0.811,,,,,,,,,,
4031,1/1/14 3:45,0.815,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.173,,,,,,,,,,0.003,,0.000,0.000,0.069,,,,,,0.003,0.053,,,,,,,,,,,0.084,,,,,0.814,,,,,,,,,,
4031,1/1/14 4:00,0.821,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.191,,,,,,,,,,0.003,,0.000,0.000,0.069,,,,,,0.003,0.054,,,,,,,,,,,0.071,,,,,0.821,,,,,,,,,,
4031,1/1/14 4:15,0.849,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.234,,,,,,,,,,0.003,,0.000,0.000,0.069,,,,,,0.004,0.054,,,,,,,,,,,0.057,,,,,0.849,,,,,,,,,,
4031,1/1/14 4:30,0.875,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.234,,,,,,,,,,0.003,,0.000,0.000,0.069,,,,,,0.004,0.053,,,,,,,,,,,0.082,,,,,0.876,,,,,,,,,,
4031,1/1/14 4:45,0.913,,,,,,,,0.045,,,,,0.000,,,,0.042,0.000,0.000,,,0.286,,,,,,,,,,0.004,,0.000,0.000,0.069,,,,,,0.004,0.053,,,,,,,,,,,0.069,,,,,0.916,,,,,,,,,,
4031,1/1/14 5:00,0.660,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.081,,,,,0.654,,,,,,,,,,
4031,1/1/14 5:15,0.659,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.080,,,,,0.653,,,,,,,,,,
4031,1/1/14 5:30,0.649,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.069,,,,,0.643,,,,,,,,,,
4031,1/1/14 5:45,0.623,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.044,,,,,0.617,,,,,,,,,,
4031,1/1/14 6:00,0.646,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.080,,,,,0.639,,,,,,,,,,
4031,1/1/14 6:15,0.521,,,,,,,,0.046,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.003,,0.000,0.000,0.070,,,,,,0.004,0.053,,,,,,,,,,,0.079,,,,,0.513,,,,,,,,,,
4031,1/1/14 6:30,0.631,,,,,,,,0.087,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.003,,0.000,0.050,0.079,,,,,,0.004,0.053,,,,,,,,,,,0.086,,,,,0.624,,,,,,,,,,
4031,1/1/14 6:45,0.774,,,,,,,,0.086,,,,,0.000,,,,0.042,0.000,0.000,,,0.049,,,,,,,,,,0.004,,0.000,0.148,0.045,,,,,,0.004,0.051,,,,,,,,,,,0.070,,,,,0.768,,,,,,,,,,
4031,1/1/14 7:00,0.589,,,,,,,,0.071,,,,,0.000,,,,0.042,0.000,0.000,,,0.209,,,,,,,,,,0.004,,0.000,0.014,0.011,,,,,,0.004,0.024,,,,,,,,,,,0.050,,,,,0.585,,,,,,,,,,
4031,1/1/14 7:15,0.562,,,,,,,,0.079,,,,,0.000,,,,0.042,0.000,0.000,,,0.162,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.083,,,,,0.558,,,,,,,,,,
4031,1/1/14 7:30,0.557,,,,,,,,0.076,,,,,0.000,,,,0.042,0.000,0.000,,,0.159,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.025,,,,,,,,,,,0.081,,,,,0.554,,,,,,,,,,
4031,1/1/14 7:45,0.585,,,,,,,,0.073,,,,,0.000,,,,0.042,0.000,0.000,,,0.186,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.032,,,,,,,,,,,0.079,,,,,0.583,,,,,,,,,,
4031,1/1/14 8:00,0.611,,,,,,,,0.078,,,,,0.000,,,,0.042,0.000,0.000,,,0.236,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.058,,,,,0.609,,,,,,,,,,
4031,1/1/14 8:15,0.502,,,,,,,,0.072,,,,,0.000,,,,0.042,0.000,0.000,,,0.157,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.032,,,,,0.497,,,,,,,,,,
4031,1/1/14 8:30,0.632,,,,,,,,0.077,,,,,0.000,,,,0.042,0.000,0.000,,,0.220,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.095,,,,,0.630,,,,,,,,,,
4031,1/1/14 8:45,0.658,,,,,,,,0.077,,,,,0.000,,,,0.042,0.000,0.000,,,0.263,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.079,,,,,0.657,,,,,,,,,,
4031,1/1/14 9:00,0.608,,,,,,,,0.073,,,,,0.000,,,,0.042,0.000,0.000,,,0.234,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.063,,,,,0.607,,,,,,,,,,
4031,1/1/14 9:15,0.581,,,,,,,,0.069,,,,,0.000,,,,0.042,0.000,0.000,,,0.249,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.024,,,,,0.579,,,,,,,,,,
4031,1/1/14 9:30,0.638,,,,,,,,0.077,,,,,0.000,,,,0.042,0.000,0.000,,,0.252,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.071,,,,,0.637,,,,,,,,,,
4031,1/1/14 9:45,0.632,,,,,,,,0.071,,,,,0.000,,,,0.042,0.000,0.000,,,0.247,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.076,,,,,0.631,,,,,,,,,,
4031,1/1/14 10:00,0.594,,,,,,,,0.071,,,,,0.000,,,,0.042,0.000,0.000,,,0.209,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.074,,,,,0.591,,,,,,,,,,
4031,1/1/14 10:15,0.556,,,,,,,,0.072,,,,,0.000,,,,0.042,0.000,0.000,,,0.209,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.036,,,,,0.553,,,,,,,,,,
4031,1/1/14 10:30,0.589,,,,,,,,0.068,,,,,0.000,,,,0.042,0.000,0.000,,,0.204,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.076,,,,,0.586,,,,,,,,,,
4031,1/1/14 10:45,0.504,,,,,,,,0.069,,,,,0.000,,,,0.042,0.000,0.000,,,0.125,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.070,,,,,0.499,,,,,,,,,,
4031,1/1/14 11:00,0.446,,,,,,,,0.067,,,,,0.000,,,,0.042,0.000,0.000,,,0.129,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.010,,,,,0.439,,,,,,,,,,
4031,1/1/14 11:15,0.525,,,,,,,,0.072,,,,,0.000,,,,0.042,0.000,0.000,,,0.139,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.075,,,,,0.521,,,,,,,,,,
4031,1/1/14 11:30,0.540,,,,,,,,0.097,,,,,0.000,,,,0.042,0.000,0.000,,,0.128,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.075,,,,,0.535,,,,,,,,,,
4031,1/1/14 11:45,0.498,,,,,,,,0.080,,,,,0.000,,,,0.042,0.000,0.000,,,0.135,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.044,,,,,0.492,,,,,,,,,,
4031,1/1/14 12:00,0.585,,,,,,,,0.073,,,,,0.000,,,,0.042,0.000,0.000,,,0.210,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.063,,,,,0.582,,,,,,,,,,
4031,1/1/14 12:15,0.564,,,,,,,,0.061,,,,,0.000,,,,0.042,0.000,0.000,,,0.187,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.076,,,,,0.561,,,,,,,,,,
4031,1/1/14 12:30,0.656,,,,,,,,0.061,,,,,0.000,,,,0.042,0.000,0.000,,,0.334,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.023,,,,,0.657,,,,,,,,,,
4031,1/1/14 12:45,0.817,,,,,,,,0.062,,,,,0.000,,,,0.042,0.000,0.000,,,0.461,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.058,,,,,0.823,,,,,,,,,,
4031,1/1/14 13:00,0.765,,,,,,,,0.059,,,,,0.000,,,,0.042,0.000,0.000,,,0.392,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.076,,,,,0.769,,,,,,,,,,
4031,1/1/14 13:15,0.523,,,,,,,,0.063,,,,,0.000,,,,0.042,0.000,0.000,,,0.171,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.048,,,,,0.518,,,,,,,,,,
4031,1/1/14 13:30,0.864,,,,,,,,0.066,,,,,0.000,,,,0.042,0.000,0.000,,,0.496,,,,,,,,,,0.004,,0.000,0.000,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.063,,,,,0.867,,,,,,,,,,
4031,1/1/14 13:45,0.923,,,,,,,,0.050,,,,,0.000,,,,0.042,0.000,0.000,,,0.490,,,,,,,,,,0.004,,0.000,0.024,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.086,,,,,0.933,,,,,,,,,,
4031,1/1/14 14:00,1.103,,,,,,,,0.049,,,,,0.000,,,,0.041,0.000,0.000,,,0.487,,,,,,,,,,0.004,,0.000,0.147,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.076,,,,,1.108,,,,,,,,,,
4031,1/1/14 14:15,1.025,,,,,,,,0.048,,,,,0.000,,,,0.042,0.000,0.000,,,0.408,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.027,,,,,1.028,,,,,,,,,,
4031,1/1/14 14:30,1.038,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.215,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.174,0.024,,,,,,,,,,,0.070,,,,,1.040,,,,,,,,,,
4031,1/1/14 14:45,1.309,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.287,,,,,,,,,,0.360,,0.000,0.145,0.027,,,,,,0.004,0.024,,,,,,,,,,,0.120,,,,,1.318,,,,,,,,,,
4031,1/1/14 15:00,0.754,,,,,,,,0.049,,,,,0.000,,,,0.045,0.000,0.000,,,0.038,,,,,,,,,,0.004,,0.085,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.093,,,,,0.748,,,,,,,,,,
4031,1/1/14 15:15,1.271,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.649,0.146,0.010,,,,,,0.003,0.024,,,,,,,,,,,0.048,,,,,1.261,,,,,,,,,,
4031,1/1/14 15:30,1.596,,,,,,,,0.049,,,,,0.000,,,,0.048,0.000,0.000,,,0.013,,,,,,,,,,0.004,,0.983,0.147,0.010,,,,,,0.003,0.024,,,,,,,,,,,0.045,,,,,1.584,,,,,,,,,,
4031,1/1/14 15:45,1.177,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.523,0.147,0.010,,,,,,0.003,0.024,,,,,,,,,,,0.086,,,,,1.168,,,,,,,,,,
4031,1/1/14 16:00,1.245,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.597,0.147,0.010,,,,,,0.003,0.024,,,,,,,,,,,0.084,,,,,1.235,,,,,,,,,,
4031,1/1/14 16:15,0.849,,,,,,,,0.049,,,,,0.000,,,,0.049,0.006,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.171,0.024,,,,,,,,,,,0.121,,,,,0.839,,,,,,,,,,
4031,1/1/14 16:30,0.586,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.048,,,,,0.575,,,,,,,,,,
4031,1/1/14 16:45,0.599,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.056,,,,,0.589,,,,,,,,,,
4031,1/1/14 17:00,0.651,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.091,,,,,0.642,,,,,,,,,,
4031,1/1/14 17:15,0.694,,,,,,,,0.049,,,,,0.005,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.085,,,,,0.684,,,,,,,,,,
4031,1/1/14 17:30,0.862,,,,,,,,0.048,,,,,0.246,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.074,,,,,0.855,,,,,,,,,,
4031,1/1/14 17:45,0.701,,,,,,,,0.048,,,,,0.138,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.043,,,,,0.694,,,,,,,,,,
4031,1/1/14 18:00,0.972,,,,,,,,0.049,,,,,0.167,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.220,0.029,,,,,,0.004,0.024,,,,,,,,,,,0.178,,,,,0.969,,,,,,,,,,
4031,1/1/14 18:15,0.925,,,,,,,,0.048,,,,,0.175,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.205,0.010,,,,,,0.069,0.024,,,,,,,,,,,0.078,,,,,0.921,,,,,,,,,,
4031,1/1/14 18:30,1.697,,,,,,,,0.049,,,,,0.212,,,,0.047,0.000,0.003,,,0.013,,,,,,,,,,0.004,,0.000,0.204,0.010,,,,,,0.713,0.024,,,,,,,,,,,0.161,,,,,1.694,,,,,,,,,,
4031,1/1/14 18:45,1.378,,,,,,,,0.049,,,,,0.000,,,,0.047,0.000,0.003,,,0.014,,,,,,,,,,0.010,,0.000,0.166,0.010,,,,,,0.719,0.024,,,,,,,,,,,0.075,,,,,1.369,,,,,,,,,,
4031,1/1/14 19:00,0.600,,,,,,,,0.051,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.009,,0.000,0.147,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.044,,,,,0.590,,,,,,,,,,
4031,1/1/14 19:15,3.457,,,,,,,,0.050,,,,,0.000,,,,0.044,0.000,2.963,,,0.015,,,,,,,,,,0.007,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.095,,,,,0.669,,,,,,,,,,
4031,1/1/14 19:30,4.598,,,,,,,,0.049,,,,,0.000,,,,0.050,0.000,4.239,,,0.015,,,,,,,,,,0.006,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.091,,,,,0.636,,,,,,,,,,
4031,1/1/14 19:45,4.420,,,,,,,,0.049,,,,,0.000,,,,0.050,0.000,4.071,,,0.015,,,,,,,,,,0.006,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.067,,,,,0.616,,,,,,,,,,
4031,1/1/14 20:00,2.103,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,1.612,,,0.015,,,,,,,,,,0.011,,0.000,0.123,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.124,,,,,0.674,,,,,,,,,,
4031,1/1/14 20:15,0.590,,,,,,,,0.049,,,,,0.000,,,,0.047,0.000,0.053,,,0.016,,,,,,,,,,0.011,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.084,,,,,0.555,,,,,,,,,,
4031,1/1/14 20:30,0.595,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.030,,,0.015,,,,,,,,,,0.011,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.109,,,,,0.571,,,,,,,,,,
4031,1/1/14 20:45,0.581,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.030,,,0.015,,,,,,,,,,0.010,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.096,,,,,0.558,,,,,,,,,,
4031,1/1/14 21:00,0.515,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.020,,,0.016,,,,,,,,,,0.008,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.068,,,,,0.496,,,,,,,,,,
4031,1/1/14 21:15,0.564,,,,,,,,0.049,,,,,0.000,,,,0.049,0.000,0.000,,,0.015,,,,,,,,,,0.006,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.101,,,,,0.556,,,,,,,,,,
4031,1/1/14 21:30,0.522,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.016,,,,,,,,,,0.005,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.069,,,,,0.515,,,,,,,,,,
4031,1/1/14 21:45,0.533,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.005,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.094,,,,,0.527,,,,,,,,,,
4031,1/1/14 22:00,0.516,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.000,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.092,,,,,0.509,,,,,,,,,,
4031,1/1/14 22:15,0.651,,,,,,,,0.048,,,,,0.000,,,,0.046,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.030,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.101,,,,,0.647,,,,,,,,,,
4031,1/1/14 22:30,0.821,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.148,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.113,,,,,0.817,,,,,,,,,,
4031,1/1/14 22:45,0.776,,,,,,,,0.048,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.146,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.072,,,,,0.771,,,,,,,,,,
4031,1/1/14 23:00,0.810,,,,,,,,0.048,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.145,0.010,,,,,,0.004,0.024,,,,,,,,,,,0.106,,,,,0.806,,,,,,,,,,
4031,1/1/14 23:15,0.799,,,,,,,,0.048,,,,,0.000,,,,0.046,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.144,0.009,,,,,,0.004,0.024,,,,,,,,,,,0.104,,,,,0.796,,,,,,,,,,
4031,1/1/14 23:30,0.915,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.015,,,,,,,,,,0.005,,0.000,0.249,0.013,,,,,,0.004,0.024,,,,,,,,,,,0.119,,,,,0.906,,,,,,,,,,
4031,1/1/14 23:45,1.062,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.014,,,,,,,,,,0.009,,0.000,0.347,0.032,,,,,,0.004,0.024,,,,,,,,,,,0.080,,,,,1.031,,,,,,,,,,
4031,1/2/14,0.860,,,,,,,,0.048,,,,,0.000,,,,0.042,0.000,0.000,,,0.015,,,,,,,,,,0.008,,0.000,0.161,0.033,,,,,,0.004,0.024,,,,,,,,,,,0.066,,,,,0.834,,,,,,,,,,
4031,1/2/14 0:15,0.943,,,,,,,,0.048,,,,,0.000,,,,0.048,0.000,0.000,,,0.014,,,,,,,,,,0.007,,0.000,0.161,0.055,,,,,,0.003,0.024,,,,,,,,,,,0.080,,,,,0.938,,,,,,,,,,
4031,1/2/14 0:30,1.120,,,,,,,,0.052,,,,,0.000,,,,0.042,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.000,0.162,0.068,,,,,,0.003,0.024,,,,,,,,,,,0.140,,,,,1.117,,,,,,,,,,
4031,1/2/14 0:45,1.060,,,,,,,,0.049,,,,,0.000,,,,0.048,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.000,0.145,0.068,,,,,,0.003,0.024,,,,,,,,,,,0.123,,,,,1.056,,,,,,,,,,
4031,1/2/14 1:00,1.007,,,,,,,,0.049,,,,,0.000,,,,0.042,0.000,0.000,,,0.014,,,,,,,,,,0.004,,0.000,0.143,0.068,,,,,,0.003,0.049,,,,,,,,,,,0.138,,,,,1.006,,,,,,,,,,
4031,1/2/14 1:15,0.963,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.143,0.068,,,,,,0.003,0.054,,,,,,,,,,,0.095,,,,,0.961,,,,,,,,,,
4031,1/2/14 1:30,0.978,,,,,,,,0.048,,,,,0.000,,,,0.041,0.000,0.000,,,0.015,,,,,,,,,,0.004,,0.000,0.143,0.069,,,,,,0.003,0.054,,,,,,,,,,,0.111,,,,,0.975,,,,,,,,,,
